City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
306,Burns Lake,CA,2020-04-04 22:21:12,54.23,-125.75,31.39,65,69,2.91
307,Sisimiut,GL,2020-04-04 22:22:56,66.94,-53.67,17.74,82,0,11.74
308,Richards Bay,ZA,2020-04-04 22:22:57,-28.78,32.04,71.17,80,99,16.13
309,Bengkulu,ID,2020-04-04 22:22:57,-3.8,102.27,76.95,88,100,7.09
310,Mackay,AU,2020-04-04 22:22:57,-21.15,149.2,77.0,83,5,4.61
311,Nabire,ID,2020-04-04 22:22:57,-3.37,135.48,76.24,90,99,3.18
312,Miraflores,MX,2020-04-04 22:22:57,19.22,-98.81,93.2,23,40,4.7
313,Tautira,PF,2020-04-04 22:22:57,-17.73,-149.15,89.6,66,21,14.99
314,Coquimbo,CL,2020-04-04 22:22:57,-29.95,-71.34,60.8,82,75,13.87
315,Shasta Lake,US,2020-04-04 22:22:57,40.68,-122.37,48.2,93,90,9.17
316,Wewak,PG,2020-04-04 22:22:58,-3.55,143.63,78.13,84,33,7.58
317,Maniitsoq,GL,2020-04-04 22:22:58,65.42,-52.9,27.52,82,0,16.22
318,Bad Bevensen,DE,2020-04-04 22:22:58,53.08,10.58,44.01,80,23,3.36
319,Belgrade,RS,2020-04-04 22:22:58,44.8,20.47,51.8,43,68,8.05
320,Mehamn,NO,2020-04-04 22:22:58,71.04,27.85,28.17,89,100,23.49
321,Kidal,ML,2020-04-04 22:22:58,18.44,1.41,87.12,10,0,8.81
322,Asha,RU,2020-04-04 22:22:58,55.0,57.27,34.36,90,100,2.8
323,Mayo,US,2020-04-04 22:22:23,38.89,-76.51,59.0,71,90,5.82
324,Abha,SA,2020-04-04 22:22:58,18.22,42.51,64.4,59,2,1.16
325,Dunedin,NZ,2020-04-04 22:22:58,-45.87,170.5,57.99,80,79,25.99
326,Saldanha,ZA,2020-04-04 22:22:58,-33.01,17.94,57.2,87,66,2.24
327,Kohlu,PK,2020-04-04 22:22:59,29.9,69.25,66.07,35,60,4.21
328,Mangrol,IN,2020-04-04 22:22:59,21.12,70.12,77.05,67,0,10.96
329,Penzance,GB,2020-04-04 22:22:59,50.12,-5.54,52.0,93,0,14.99
330,Moses Lake,US,2020-04-04 22:21:47,47.13,-119.28,54.0,25,1,10.29
331,Aklavik,CA,2020-04-04 22:22:59,68.22,-135.01,24.8,49,5,6.93
332,Sitka,US,2020-04-04 22:21:29,57.05,-135.33,39.2,64,20,8.05
333,Nchelenge,ZM,2020-04-04 22:22:59,-9.35,28.73,69.21,61,46,4.83
334,Masterton,NZ,2020-04-04 22:22:59,-40.96,175.66,61.0,79,29,3.0
335,Muroto,JP,2020-04-04 22:23:00,33.28,134.15,51.8,57,40,19.46
336,Goroka,PG,2020-04-04 22:23:00,-6.08,145.39,59.67,55,48,3.62
337,Tiznit,MA,2020-04-04 22:23:00,29.58,-9.5,60.75,52,4,3.47
338,Finschhafen,PG,2020-04-04 22:23:00,-6.6,147.87,81.09,71,74,2.75
339,Grand Gaube,MU,2020-04-04 22:23:00,-20.01,57.66,78.8,78,75,8.05
340,Montepuez,MZ,2020-04-04 22:23:00,-13.13,39.0,68.09,79,0,2.75
341,Nome,US,2020-04-04 22:20:44,64.5,-165.41,33.8,97,90,17.22
342,Dolgorukovo,RU,2020-04-04 22:23:01,52.32,38.35,38.23,68,2,7.34
343,Telchac,MX,2020-04-04 22:23:01,21.2,-89.27,102.2,22,40,8.05
344,Tatarskaya Pishlya,RU,2020-04-04 22:23:01,54.06,44.9,39.22,69,72,6.49
345,Tubuala,PA,2020-04-04 22:23:01,9.52,-79.03,89.6,49,40,16.11
346,Itapirapua,BR,2020-04-04 22:23:01,-15.82,-50.61,80.2,74,32,1.7
347,Ribeira Grande,PT,2020-04-04 22:23:01,38.52,-28.7,59.07,76,33,15.7
348,Qujing,CN,2020-04-04 22:23:02,25.48,103.78,50.36,48,96,3.87
349,Esperance,AU,2020-04-04 22:23:02,-33.87,121.9,50.0,93,65,6.93
350,Vieques,PR,2020-04-04 22:23:02,18.43,-65.83,82.99,78,75,5.82
351,Luanda,AO,2020-04-04 22:23:02,-8.84,13.23,82.4,83,75,4.7
352,Gangapur,IN,2020-04-04 22:23:02,26.48,76.72,77.29,20,0,7.07
353,Talnakh,RU,2020-04-04 22:23:02,69.49,88.4,32.0,94,75,31.32
354,Henties Bay,NA,2020-04-04 22:23:02,-22.12,14.28,62.01,91,0,1.01
355,Tahta,EG,2020-04-04 22:23:02,26.77,31.5,77.0,16,0,5.82
356,Verkhoyansk,RU,2020-04-04 22:23:02,67.54,133.38,12.61,92,91,5.12
357,Kununurra,AU,2020-04-04 22:23:02,-15.77,128.73,80.6,94,44,3.36
358,Podporozhye,RU,2020-04-04 22:23:02,60.91,34.17,28.94,94,60,6.67
359,Guacimo,CR,2020-04-04 22:23:02,10.21,-83.68,84.2,48,20,11.41
360,Charleston,US,2020-04-04 22:19:20,32.78,-79.93,73.4,52,1,9.17
361,Okany,HU,2020-04-04 22:23:02,46.9,21.35,50.0,39,2,11.41
362,Jahanabad,IN,2020-04-04 22:23:02,25.22,84.98,64.4,59,0,5.19
363,Ozinki,RU,2020-04-04 22:23:03,51.18,49.68,45.68,56,0,9.22
364,Zilair,RU,2020-04-04 22:23:03,52.23,57.44,34.14,83,100,7.07
365,Wilmington,US,2020-04-04 22:23:03,34.23,-77.94,69.01,48,1,4.7
366,Andilamena,MG,2020-04-04 22:23:03,-17.02,48.58,61.41,75,11,2.82
367,Palana,RU,2020-04-04 22:23:03,59.12,159.97,10.04,93,100,15.48
368,Bathsheba,BB,2020-04-04 22:23:03,13.22,-59.52,82.4,69,20,9.17
369,Camocim,BR,2020-04-04 22:23:03,-2.9,-40.84,78.08,91,100,6.91
370,Satuk,TR,2020-04-04 22:23:03,41.23,32.38,51.04,69,100,3.65
371,Beringovskiy,RU,2020-04-04 22:23:03,63.05,179.32,8.06,94,100,33.11
372,Kautokeino,NO,2020-04-04 22:23:03,69.01,23.04,5.97,83,1,4.12
373,Baruun-Urt,MN,2020-04-04 22:23:03,46.68,113.28,36.68,43,0,4.7
374,Korla,CN,2020-04-04 22:23:04,41.76,86.15,50.56,31,29,3.04
375,San Quintin,MX,2020-04-04 22:23:04,30.48,-115.95,62.98,64,0,16.4
376,Hun,LY,2020-04-04 22:23:04,29.13,15.95,61.84,48,0,11.95
377,Lata,PT,2020-04-04 22:23:04,40.16,-8.33,63.0,72,40,12.75
378,Warrington,GB,2020-04-04 22:23:04,53.39,-2.58,51.8,66,83,10.29
379,Madras,IN,2020-04-04 22:22:53,13.09,80.28,84.2,79,20,3.36
380,Coromandel,BR,2020-04-04 22:23:04,-18.47,-47.2,72.18,70,4,5.35
381,Dimitrovgrad,RU,2020-04-04 22:19:44,54.21,49.62,42.8,56,65,6.71
382,Chai Badan,TH,2020-04-04 22:23:04,15.2,101.13,84.99,73,20,6.49
383,Cobija,BO,2020-04-04 22:23:04,-11.03,-68.77,84.2,64,90,1.43
384,Balung,ID,2020-04-04 22:23:04,-7.73,113.92,79.7,76,63,4.74
385,Marsh Harbour,BS,2020-04-04 22:23:04,26.54,-77.06,74.43,48,3,9.24
386,Alice Springs,AU,2020-04-04 22:23:05,-23.7,133.88,55.4,66,1,3.36
387,Clearlake,US,2020-04-04 22:23:05,38.96,-122.63,55.99,76,75,6.93
388,San Ramon,US,2020-04-04 22:23:05,37.78,-121.98,60.01,67,90,11.41
389,Aleksandrov Gay,RU,2020-04-04 22:23:05,50.15,48.57,47.61,51,0,9.13
390,Eyl,SO,2020-04-04 22:23:05,7.98,49.82,81.0,73,95,12.91
391,Shaunavon,CA,2020-04-04 22:23:05,49.65,-108.42,27.61,72,92,12.77
392,Kailua,US,2020-04-04 22:23:05,21.4,-157.74,82.4,65,20,12.75
393,Gorontalo,ID,2020-04-04 22:22:29,0.54,123.06,75.29,86,77,3.29
394,Camacha,PT,2020-04-04 22:23:05,33.08,-16.33,66.2,82,20,6.93
395,Lima,PE,2020-04-04 22:20:07,-12.04,-77.03,75.2,73,0,14.99
396,Codrington,AU,2020-04-04 22:23:05,-38.27,141.97,58.3,81,100,32.19
397,Vallenar,CL,2020-04-04 22:23:06,-28.57,-70.76,77.2,34,82,6.93
398,Mount Isa,AU,2020-04-04 22:23:06,-20.73,139.5,68.0,37,0,12.75
399,Heyang,CN,2020-04-04 22:23:06,26.1,107.47,46.35,69,99,4.21
400,Kruisfontein,ZA,2020-04-04 22:23:06,-34.0,24.73,67.62,59,5,10.02
401,Los Llanos De Aridane,ES,2020-04-04 22:23:06,28.66,-17.92,68.0,77,75,2.24
402,Ossora,RU,2020-04-04 22:23:06,59.24,163.07,7.92,87,0,4.83
403,Aksarka,RU,2020-04-04 22:23:06,66.56,67.8,34.95,91,92,18.61
404,Sarany,RU,2020-04-04 22:23:06,58.5,58.88,29.7,88,100,2.8
405,Sao Jose Da Coroa Grande,BR,2020-04-04 22:23:06,-8.9,-35.15,82.96,80,100,8.14
406,Boda,CF,2020-04-04 22:23:06,4.32,17.47,76.28,67,60,2.46
407,Buala,SB,2020-04-04 22:23:06,-8.14,159.59,82.76,76,69,17.43
408,Dabhol,IN,2020-04-04 22:23:06,17.6,73.17,76.8,71,0,5.86
409,Gat,IL,2020-04-04 22:22:03,31.61,34.76,79.0,24,100,8.05
410,Salisbury,GB,2020-04-04 22:23:06,51.07,-1.8,51.01,70,0,11.41
411,Benguela,AO,2020-04-04 22:23:07,-12.58,13.41,78.85,85,40,4.97
412,Faruka,PK,2020-04-04 22:23:07,31.89,72.41,72.48,42,100,4.41
413,Inongo,CD,2020-04-04 22:23:07,-1.95,18.27,75.83,74,74,1.74
414,Ukiah,US,2020-04-04 22:23:07,39.15,-123.21,55.99,76,75,6.93
415,Todos Santos,MX,2020-04-04 22:23:07,23.45,-110.22,86.0,17,75,14.99
416,Tczew,PL,2020-04-04 22:23:07,54.09,18.78,37.99,81,0,2.24
417,Dolores,AR,2020-04-04 22:23:07,-36.31,-57.68,69.78,56,8,4.52
418,Qurayyat,SA,2020-04-04 22:19:28,31.33,37.34,66.2,29,50,6.93
419,Sinnamary,GF,2020-04-04 22:23:07,5.38,-52.95,81.36,79,67,15.01
420,Lubango,AO,2020-04-04 22:19:36,-14.92,13.49,60.39,55,17,1.9
421,Port Hardy,CA,2020-04-04 22:23:08,50.7,-127.42,42.8,60,90,4.7
422,Terme,TR,2020-04-04 22:23:08,41.21,36.97,46.4,87,90,1.12
423,Hamilton,US,2020-04-04 22:21:16,39.18,-84.53,72.0,37,90,4.47
424,Nhamunda,BR,2020-04-04 22:23:08,-2.19,-56.71,85.26,76,94,2.26
425,Lasa,IT,2020-04-04 22:23:08,46.62,10.7,51.8,51,5,2.24
426,Shanhetun,CN,2020-04-04 22:23:08,44.7,127.2,25.54,84,0,5.5
427,Kalmunai,LK,2020-04-04 22:23:08,7.42,81.82,80.73,80,70,4.07
428,Umm Lajj,SA,2020-04-04 22:23:08,25.02,37.27,81.48,29,0,6.51
429,Cayenne,GF,2020-04-04 22:23:08,4.93,-52.33,82.4,78,75,8.05
430,Ola,RU,2020-04-04 22:23:08,59.58,151.28,17.13,95,99,1.97
431,Kieta,PG,2020-04-04 22:23:08,-6.22,155.63,79.47,74,100,2.21
432,San Luis,AR,2020-04-04 22:23:08,-33.3,-66.34,75.24,34,62,1.59
433,Chunskiy,RU,2020-04-04 22:23:09,56.08,99.63,26.6,94,0,2.15
434,Maumere,ID,2020-04-04 22:23:09,-8.62,122.21,80.15,76,0,3.53
435,Kinablangan,PH,2020-04-04 22:23:09,7.69,126.55,76.77,79,16,5.12
436,Puerto Lempira,HN,2020-04-04 22:23:09,15.27,-83.77,89.6,43,20,8.05
437,Bonfim,BR,2020-04-04 22:23:09,3.08,-59.95,94.91,37,79,5.73
438,Manjeshwar,IN,2020-04-04 22:23:09,12.72,74.89,82.4,78,20,3.36
439,Duki,PK,2020-04-04 22:23:09,30.15,68.57,66.42,33,43,3.36
440,Skjervoy,NO,2020-04-04 22:23:09,70.03,20.97,29.5,87,100,27.47
441,Zheleznodorozhnyy,RU,2020-04-04 22:23:09,55.75,38.0,39.0,64,0,4.47
442,Pafos,CY,2020-04-04 22:23:09,34.77,32.42,71.6,15,100,16.11
443,Dingle,PH,2020-04-04 22:23:09,11.0,122.67,76.28,86,47,8.32
444,Canyon Rim,US,2020-04-04 22:23:09,40.71,-111.82,61.0,36,75,14.99
445,Dikson,RU,2020-04-04 22:23:09,73.51,80.55,8.33,92,82,4.18
446,Alofi,NU,2020-04-04 22:23:09,-19.06,-169.92,82.4,78,100,6.93
447,Namatanai,PG,2020-04-04 22:23:10,-3.67,152.43,80.24,77,100,8.16
448,Cabo Rojo,PR,2020-04-04 22:19:13,18.09,-67.15,82.0,70,75,11.41
449,Mabaruma,GY,2020-04-04 22:23:10,8.2,-59.78,83.61,64,39,7.34
450,Chino Valley,US,2020-04-04 22:21:27,34.76,-112.45,70.0,21,1,10.29
451,Goure,NE,2020-04-04 22:23:10,13.98,10.27,89.76,13,78,5.17
452,Lerwick,GB,2020-04-04 22:23:10,60.15,-1.15,46.4,87,100,11.41
453,Songea,TZ,2020-04-04 22:23:10,-10.68,35.65,68.0,88,20,1.36
454,Atar,MR,2020-04-04 22:23:10,20.52,-13.05,78.01,17,0,6.62
455,Awbari,LY,2020-04-04 22:23:10,26.59,12.78,66.79,21,0,6.89
456,Amudat,UG,2020-04-04 22:23:10,1.95,34.95,74.23,41,19,11.07
457,Vestmanna,FO,2020-04-04 22:23:10,62.16,-7.17,41.0,100,100,17.22
458,Northam,GB,2020-04-04 22:23:10,51.03,-4.22,50.0,78,0,8.01
459,Tommot,RU,2020-04-04 22:23:10,58.96,126.29,29.03,93,100,9.46
460,Houma,US,2020-04-04 22:23:11,29.6,-90.72,77.0,82,75,4.7
461,Ust-Ilimsk,RU,2020-04-04 22:23:11,58.0,102.66,24.26,94,0,0.98
462,Austin,US,2020-04-04 22:20:57,30.27,-97.74,51.01,93,90,4.7
463,Aginskoye,RU,2020-04-04 22:23:11,51.1,114.53,35.92,62,7,7.34
464,North Bend,US,2020-04-04 22:23:11,43.41,-124.22,50.0,100,90,5.82
465,Auki,SB,2020-04-04 22:23:11,-8.77,160.7,82.49,74,71,19.22
466,Kangaba,ML,2020-04-04 22:23:12,11.93,-8.42,92.61,11,39,2.91
467,Conceicao Do Araguaia,BR,2020-04-04 22:23:12,-8.26,-49.26,82.4,74,66,9.17
468,Hasaki,JP,2020-04-04 22:23:12,35.73,140.83,53.6,81,75,6.93
469,Preobrazheniye,RU,2020-04-04 22:23:12,42.9,133.91,32.76,88,34,10.04
470,Sorong,ID,2020-04-04 22:23:12,-0.88,131.25,76.87,88,100,3.91
471,Bima,ID,2020-04-04 22:23:12,-8.47,118.72,77.07,83,0,0.69
472,Dongsheng,CN,2020-04-04 22:23:12,39.82,109.98,45.03,28,100,9.24
473,Kirkland Lake,CA,2020-04-04 22:23:12,48.14,-80.04,44.6,70,90,8.05
474,Ostrovnoy,RU,2020-04-04 22:23:12,68.05,39.51,18.66,92,27,20.92
475,Motygino,RU,2020-04-04 22:23:12,58.18,94.76,20.19,93,0,2.39
476,Koch Bihar,IN,2020-04-04 22:23:12,26.32,89.43,68.72,24,0,5.01
477,Shimanovsk,RU,2020-04-04 22:18:38,52.0,127.7,20.3,89,0,2.51
478,Kabompo,ZM,2020-04-04 22:23:12,-13.59,24.2,66.09,63,100,3.47
479,Batagay,RU,2020-04-04 22:23:12,67.63,134.63,10.08,92,98,5.82
480,Sangar,RU,2020-04-04 22:23:13,63.92,127.47,17.38,96,95,5.06
481,Sao Domingos Do Maranhao,BR,2020-04-04 22:23:13,-5.58,-44.39,79.02,86,69,2.19
482,Malpe,IN,2020-04-04 22:23:13,13.35,74.72,82.4,78,20,3.36
483,Vizinga,RU,2020-04-04 22:23:13,61.07,50.1,31.03,97,88,6.42
484,Dalbandin,PK,2020-04-04 22:23:13,28.89,64.41,72.72,16,0,4.97
485,Seymchan,RU,2020-04-04 22:23:13,62.88,152.43,1.85,86,63,3.62
486,Bucerias,MX,2020-04-04 22:23:13,20.75,-105.33,80.01,74,75,13.87
487,Darhan,MN,2020-04-04 22:23:13,49.49,105.92,39.6,62,100,12.33
488,Oranjemund,NA,2020-04-04 22:23:13,-28.55,16.43,61.34,93,33,3.71
489,Birao,CF,2020-04-04 22:23:14,10.28,22.79,84.42,14,100,2.35
490,Sambava,MG,2020-04-04 22:23:14,-14.27,50.17,75.47,79,40,8.88
491,Dhanwar,IN,2020-04-04 22:23:14,24.42,85.98,75.51,15,0,5.84
492,Salalah,OM,2020-04-04 22:22:40,17.02,54.09,78.8,83,40,3.36
493,Bayan,CN,2020-04-04 22:23:14,46.08,127.4,26.89,87,0,7.4
494,San Rafael Del Sur,NI,2020-04-04 22:23:14,11.85,-86.44,95.0,47,0,16.11
495,Udachnyy,RU,2020-04-04 22:23:14,66.42,112.4,8.6,84,0,6.71
496,Khasan,RU,2020-04-04 22:23:14,42.43,130.64,36.03,71,3,27.6
497,Monrovia,LR,2020-04-04 22:23:14,6.3,-10.8,80.6,88,75,6.55
498,Barroquinha,BR,2020-04-04 22:23:14,-3.02,-41.14,82.4,83,20,8.05
499,Saint-Joseph,RE,2020-04-04 22:23:15,-21.37,55.62,77.0,78,3,6.93
500,Guapiacu,BR,2020-04-04 22:23:15,-20.8,-49.22,82.4,45,0,6.93
501,Tocache,PE,2020-04-04 22:23:15,-8.18,-76.51,86.86,46,3,0.83
502,Manturovo,RU,2020-04-04 22:23:15,58.34,44.76,29.46,94,12,7.36
503,Palmela,PT,2020-04-04 22:23:15,38.57,-8.9,62.01,77,40,10.29
504,Mogok,MM,2020-04-04 22:23:15,22.92,96.5,69.85,24,67,2.33
505,Mayya,RU,2020-04-04 22:23:15,61.73,130.28,30.2,63,99,15.66
506,Hukuntsi,BW,2020-04-04 22:23:15,-24.0,21.75,70.2,33,39,4.97
507,Lanzhou,CN,2020-04-04 22:23:15,36.06,103.79,44.01,80,94,6.71
508,Igarka,RU,2020-04-04 22:23:15,67.47,86.58,33.64,95,100,21.77
509,Naples,IT,2020-04-04 22:20:09,40.83,14.25,57.0,32,0,6.93
510,Marsa Matruh,EG,2020-04-04 22:23:15,31.35,27.25,66.2,59,78,14.99
511,Qinhuangdao,CN,2020-04-04 22:23:15,39.93,119.59,38.88,65,0,5.08
512,Tocopilla,CL,2020-04-04 22:23:15,-22.09,-70.2,79.74,38,70,4.32
513,Matara,LK,2020-04-04 22:23:15,5.95,80.54,77.13,89,99,4.12
514,Kodinsk,RU,2020-04-04 22:23:16,58.69,99.18,24.98,94,0,1.07
515,Carmen,MX,2020-04-04 22:23:16,18.63,-91.83,89.6,62,5,11.41
516,Odoyev,RU,2020-04-04 22:23:16,53.94,36.69,34.14,80,0,5.73
517,Standerton,ZA,2020-04-04 22:23:16,-26.93,29.24,52.0,99,8,3.44
518,Sovetskiy,RU,2020-04-04 22:23:16,61.36,63.58,34.27,93,100,6.82
519,Florence,IT,2020-04-04 22:23:16,43.77,11.25,53.01,65,0,3.36
520,Vila Velha,BR,2020-04-04 22:18:56,-20.33,-40.29,77.0,73,90,6.93
521,Harboore,DK,2020-04-04 22:23:16,56.62,8.18,44.01,93,78,8.05
522,Nhulunbuy,AU,2020-04-04 22:23:16,-12.23,136.77,80.6,83,95,5.82
523,Muros,ES,2020-04-04 22:23:16,42.78,-9.06,64.99,58,100,10.29
524,Chokurdakh,RU,2020-04-04 22:23:16,70.63,147.92,-5.1,88,0,8.55
525,Boksitogorsk,RU,2020-04-04 22:23:17,59.47,33.85,30.38,91,36,5.97
526,Asau,RO,2020-04-04 22:23:17,46.43,26.4,45.0,56,82,8.05
527,Klyuchi,RU,2020-04-04 22:23:17,52.27,79.17,31.19,93,3,7.67
528,Grez-Doiceau,BE,2020-04-04 22:23:17,50.74,4.7,52.0,49,1,4.7
529,Tete,MZ,2020-04-04 22:23:17,-16.16,33.59,75.2,69,3,4.29
530,Saint-Georges,GD,2020-04-04 22:19:25,12.06,-61.75,84.2,79,20,16.11
531,Nikki,BJ,2020-04-04 22:23:17,9.94,3.21,87.58,43,100,14.32
532,Ha Giang,VN,2020-04-04 22:23:17,22.83,104.98,65.32,76,100,1.41
533,Valledupar,CO,2020-04-04 22:23:17,10.46,-73.25,86.0,62,75,16.11
534,Kathu,TH,2020-04-04 22:23:17,7.92,98.33,77.0,94,20,7.85
535,Raudeberg,NO,2020-04-04 22:23:17,61.99,5.14,37.4,69,100,23.04
536,Kasongo-Lunda,CD,2020-04-04 22:23:17,-6.47,16.82,75.07,73,100,1.05
537,Havelock,US,2020-04-04 22:18:21,34.88,-76.9,68.0,59,1,14.99
538,Nampula,MZ,2020-04-04 22:23:18,-15.12,39.27,69.8,88,40,6.93
539,Celestun,MX,2020-04-04 22:23:18,20.87,-90.4,85.08,60,67,14.7
540,Leh,IN,2020-04-04 22:23:18,34.17,77.58,13.95,27,7,4.25
541,Vao,NC,2020-04-04 22:23:18,-22.67,167.48,77.61,80,24,22.08
542,Komsomolskiy,UZ,2020-04-04 22:23:18,40.43,71.72,55.4,58,76,4.7
543,Beloha,MG,2020-04-04 22:23:18,-25.17,45.05,69.67,75,100,17.76
544,Bafata,GW,2020-04-04 22:23:18,12.17,-14.75,83.62,43,0,8.3
545,Ruidoso,US,2020-04-04 22:19:04,33.33,-105.67,77.0,12,1,17.22
546,Gushikawa,JP,2020-04-04 22:23:18,26.35,127.87,66.2,77,75,9.17
547,Saucillo,MX,2020-04-04 22:23:18,28.02,-105.28,70.65,20,100,16.02
548,Zanzibar,TZ,2020-04-04 22:23:18,-6.16,39.2,80.6,88,75,6.62
549,Bukama,CD,2020-04-04 22:23:18,-9.2,25.85,69.44,71,0,0.63
550,Ust-Kulom,RU,2020-04-04 22:23:18,61.69,53.69,29.34,97,65,4.81
551,Kirkenaer,NO,2020-04-04 22:23:19,60.46,12.06,33.8,69,96,4.7
552,Taltal,CL,2020-04-04 22:23:19,-25.4,-70.48,69.19,65,35,4.56
553,Bowen,AU,2020-04-04 22:23:19,-20.02,148.23,80.01,88,75,4.12
554,Dubasari,MD,2020-04-04 22:23:19,47.26,29.16,48.2,36,3,5.82
555,Krasnoselkup,RU,2020-04-04 22:23:19,65.7,82.47,34.38,90,99,22.79
556,Nemuro,JP,2020-04-04 22:23:19,43.32,145.57,38.07,96,100,23.96
557,Chicama,PE,2020-04-04 22:23:19,-7.84,-79.15,78.66,60,24,8.12
558,Covington,US,2020-04-04 22:20:04,39.08,-84.51,72.0,37,90,4.32
559,Catamarca,AR,2020-04-04 22:20:05,-28.47,-65.79,75.0,73,47,1.01
560,Fray Bentos,UY,2020-04-04 22:23:19,-33.13,-58.3,71.01,57,0,1.99
561,Tkibuli,GE,2020-04-04 22:23:19,42.35,43.0,48.2,87,75,10.29
562,Iskateley,RU,2020-04-04 22:23:19,67.68,53.15,17.47,96,36,9.31
563,Kipushi,CD,2020-04-04 22:23:20,-11.77,27.23,59.5,60,12,2.42
564,College,US,2020-04-04 22:23:20,64.86,-147.8,35.6,86,90,3.74
565,Kungurtug,RU,2020-04-04 22:23:20,50.6,97.52,30.33,53,100,3.4
566,Mount Gambier,AU,2020-04-04 22:20:52,-37.83,140.77,57.2,93,90,23.04
567,San Carlos De Bariloche,AR,2020-04-04 22:23:20,-41.15,-71.31,62.01,33,0,20.8
